date,datatype,station,attributes,value
1904-07-01T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-01T00:00:00,TMAX,GHCND:USC00422721,",,6,",306
1904-07-01T00:00:00,TMIN,GHCND:USC00422721,",,6,",83
1904-07-02T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-02T00:00:00,TMAX,GHCND:USC00422721,",,6,",311
1904-07-02T00:00:00,TMIN,GHCND:USC00422721,",,6,",67
1904-07-03T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-03T00:00:00,TMAX,GHCND:USC00422721,",,6,",322
1904-07-03T00:00:00,TMIN,GHCND:USC00422721,",,6,",83
1904-07-04T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-04T00:00:00,TMAX,GHCND:USC00422721,",,6,",333
1904-07-04T00:00:00,TMIN,GHCND:USC00422721,",,6,",144
1904-07-05T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-05T00:00:00,TMAX,GHCND:USC00422721,",,6,",333
1904-07-05T00:00:00,TMIN,GHCND:USC00422721,",,6,",117
1904-07-06T00:00:00,PRCP,GHCND:USC00422721,"T,,6,",0
1904-07-06T00:00:00,TMAX,GHCND:USC00422721,",,6,",339
1904-07-06T00:00:00,TMIN,GHCND:USC00422721,",,6,",78
1904-07-07T00:00:00,PRCP,GHCND:USC00422721,",,6,",64
1904-07-07T00:00:00,TMAX,GHCND:USC00422721,",,6,",322
1904-07-07T00:00:00,TMIN,GHCND:USC00422721,",,6,",56
1904-07-08T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-08T00:00:00,TMAX,GHCND:USC00422721,",,6,",306
1904-07-08T00:00:00,TMIN,GHCND:USC00422721,",,6,",78
1904-07-09T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-09T00:00:00,TMAX,GHCND:USC00422721,",,6,",322
1904-07-09T00:00:00,TMIN,GHCND:USC00422721,",,6,",89
1904-07-10T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-10T00:00:00,TMAX,GHCND:USC00422721,",,6,",328
1904-07-10T00:00:00,TMIN,GHCND:USC00422721,",,6,",67
1904-07-11T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-11T00:00:00,TMAX,GHCND:USC00422721,",,6,",328
1904-07-11T00:00:00,TMIN,GHCND:USC00422721,",,6,",72
1904-07-12T00:00:00,PRCP,GHCND:USC00422721,",,6,",13
1904-07-12T00:00:00,TMAX,GHCND:USC00422721,",,6,",344
1904-07-12T00:00:00,TMIN,GHCND:USC00422721,",,6,",133
1904-07-13T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-13T00:00:00,TMAX,GHCND:USC00422721,",,6,",311
1904-07-13T00:00:00,TMIN,GHCND:USC00422721,",,6,",78
1904-07-14T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-14T00:00:00,TMAX,GHCND:USC00422721,",,6,",322
1904-07-14T00:00:00,TMIN,GHCND:USC00422721,",,6,",72
1904-07-15T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-15T00:00:00,TMAX,GHCND:USC00422721,",,6,",328
1904-07-15T00:00:00,TMIN,GHCND:USC00422721,",,6,",72
1904-07-16T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-16T00:00:00,TMAX,GHCND:USC00422721,",,6,",311
1904-07-16T00:00:00,TMIN,GHCND:USC00422721,",,6,",28
1904-07-17T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-17T00:00:00,TMAX,GHCND:USC00422721,",,6,",272
1904-07-17T00:00:00,TMIN,GHCND:USC00422721,",,6,",56
1904-07-18T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-18T00:00:00,TMAX,GHCND:USC00422721,",,6,",283
1904-07-18T00:00:00,TMIN,GHCND:USC00422721,",,6,",61
1904-07-19T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-19T00:00:00,TMAX,GHCND:USC00422721,",,6,",311
1904-07-19T00:00:00,TMIN,GHCND:USC00422721,",,6,",100
1904-07-20T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-20T00:00:00,TMAX,GHCND:USC00422721,",,6,",344
1904-07-20T00:00:00,TMIN,GHCND:USC00422721,",,6,",106
1904-07-21T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-21T00:00:00,TMAX,GHCND:USC00422721,",,6,",356
1904-07-21T00:00:00,TMIN,GHCND:USC00422721,",,6,",167
1904-07-22T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-22T00:00:00,TMAX,GHCND:USC00422721,",,6,",356
1904-07-22T00:00:00,TMIN,GHCND:USC00422721,",,6,",156
1904-07-23T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-23T00:00:00,TMAX,GHCND:USC00422721,",,6,",344
1904-07-23T00:00:00,TMIN,GHCND:USC00422721,",,6,",161
1904-07-24T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-24T00:00:00,TMAX,GHCND:USC00422721,",,6,",311
1904-07-24T00:00:00,TMIN,GHCND:USC00422721,",,6,",122
1904-07-25T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-25T00:00:00,TMAX,GHCND:USC00422721,",,6,",322
1904-07-25T00:00:00,TMIN,GHCND:USC00422721,",,6,",128
1904-07-26T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-26T00:00:00,TMAX,GHCND:USC00422721,",,6,",339
1904-07-26T00:00:00,TMIN,GHCND:USC00422721,",,6,",111
1904-07-27T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-27T00:00:00,TMAX,GHCND:USC00422721,",,6,",350
1904-07-27T00:00:00,TMIN,GHCND:USC00422721,",,6,",200
1904-07-28T00:00:00,PRCP,GHCND:USC00422721,",,6,",142
1904-07-28T00:00:00,TMAX,GHCND:USC00422721,",,6,",322
1904-07-28T00:00:00,TMIN,GHCND:USC00422721,",,6,",144
1904-07-29T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-29T00:00:00,TMAX,GHCND:USC00422721,",,6,",328
1904-07-29T00:00:00,TMIN,GHCND:USC00422721,",,6,",144
1904-07-30T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-30T00:00:00,TMAX,GHCND:USC00422721,",,6,",317
1904-07-30T00:00:00,TMIN,GHCND:USC00422721,",,6,",61
1904-07-31T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-07-31T00:00:00,TMAX,GHCND:USC00422721,",,6,",289
1904-07-31T00:00:00,TMIN,GHCND:USC00422721,",,6,",78
1904-08-01T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-08-01T00:00:00,TMAX,GHCND:USC00422721,",,6,",311
1904-08-01T00:00:00,TMIN,GHCND:USC00422721,",,6,",133
1904-08-02T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-08-02T00:00:00,TMAX,GHCND:USC00422721,",,6,",311
1904-08-02T00:00:00,TMIN,GHCND:USC00422721,",,6,",100
1904-08-03T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-08-03T00:00:00,TMAX,GHCND:USC00422721,",,6,",317
1904-08-03T00:00:00,TMIN,GHCND:USC00422721,",,6,",106
1904-08-04T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-08-04T00:00:00,TMAX,GHCND:USC00422721,",,6,",322
1904-08-04T00:00:00,TMIN,GHCND:USC00422721,",,6,",122
1904-08-05T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-08-05T00:00:00,TMAX,GHCND:USC00422721,",,6,",322
1904-08-05T00:00:00,TMIN,GHCND:USC00422721,",,6,",122
1904-08-06T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-08-06T00:00:00,TMAX,GHCND:USC00422721,",,6,",328
1904-08-06T00:00:00,TMIN,GHCND:USC00422721,",,6,",150
1904-08-07T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-08-07T00:00:00,TMAX,GHCND:USC00422721,",,6,",339
1904-08-07T00:00:00,TMIN,GHCND:USC00422721,",,6,",156
1904-08-08T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-08-08T00:00:00,TMAX,GHCND:USC00422721,",,6,",328
1904-08-08T00:00:00,TMIN,GHCND:USC00422721,",,6,",128
1904-08-09T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-08-09T00:00:00,TMAX,GHCND:USC00422721,",,6,",328
1904-08-09T00:00:00,TMIN,GHCND:USC00422721,",,6,",117
1904-08-10T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-08-10T00:00:00,TMAX,GHCND:USC00422721,",,6,",328
1904-08-10T00:00:00,TMIN,GHCND:USC00422721,",,6,",94
1904-08-11T00:00:00,PRCP,GHCND:USC00422721,",,6,",5
1904-08-11T00:00:00,TMAX,GHCND:USC00422721,",,6,",317
1904-08-11T00:00:00,TMIN,GHCND:USC00422721,",,6,",161
1904-08-12T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-08-12T00:00:00,TMAX,GHCND:USC00422721,",,6,",317
1904-08-12T00:00:00,TMIN,GHCND:USC00422721,",,6,",150
1904-08-13T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-08-13T00:00:00,TMAX,GHCND:USC00422721,",,6,",317
1904-08-13T00:00:00,TMIN,GHCND:USC00422721,",,6,",178
1904-08-14T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-08-14T00:00:00,TMAX,GHCND:USC00422721,",,6,",311
1904-08-14T00:00:00,TMIN,GHCND:USC00422721,",,6,",144
1904-08-15T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-08-15T00:00:00,TMAX,GHCND:USC00422721,",,6,",328
1904-08-15T00:00:00,TMIN,GHCND:USC00422721,",,6,",156
1904-08-16T00:00:00,PRCP,GHCND:USC00422721,",,6,",130
1904-08-16T00:00:00,TMAX,GHCND:USC00422721,",,6,",317
1904-08-16T00:00:00,TMIN,GHCND:USC00422721,",,6,",167
1904-08-17T00:00:00,PRCP,GHCND:USC00422721,",,6,",5
1904-08-17T00:00:00,TMAX,GHCND:USC00422721,",,6,",306
1904-08-17T00:00:00,TMIN,GHCND:USC00422721,",,6,",167
1904-08-18T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-08-18T00:00:00,TMAX,GHCND:USC00422721,",,6,",283
1904-08-18T00:00:00,TMIN,GHCND:USC00422721,",,6,",122
1904-08-19T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-08-19T00:00:00,TMAX,GHCND:USC00422721,",,6,",300
1904-08-19T00:00:00,TMIN,GHCND:USC00422721,",,6,",111
1904-08-20T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-08-20T00:00:00,TMAX,GHCND:USC00422721,",,6,",306
1904-08-20T00:00:00,TMIN,GHCND:USC00422721,",,6,",100
1904-08-21T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-08-21T00:00:00,TMAX,GHCND:USC00422721,",,6,",300
1904-08-21T00:00:00,TMIN,GHCND:USC00422721,",,6,",22
1904-08-22T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-08-22T00:00:00,TMAX,GHCND:USC00422721,",,6,",233
1904-08-22T00:00:00,TMIN,GHCND:USC00422721,",,6,",28
1904-08-23T00:00:00,PRCP,GHCND:USC00422721,"T,,6,",0
1904-08-23T00:00:00,TMAX,GHCND:USC00422721,",,6,",294
1904-08-23T00:00:00,TMIN,GHCND:USC00422721,",,6,",50
1904-08-24T00:00:00,PRCP,GHCND:USC00422721,"T,,6,",0
1904-08-24T00:00:00,TMAX,GHCND:USC00422721,",,6,",222
1904-08-24T00:00:00,TMIN,GHCND:USC00422721,",,6,",128
1904-08-25T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-08-25T00:00:00,TMAX,GHCND:USC00422721,",,6,",272
1904-08-25T00:00:00,TMIN,GHCND:USC00422721,",,6,",106
1904-08-26T00:00:00,PRCP,GHCND:USC00422721,"T,,6,",0
1904-08-26T00:00:00,TMAX,GHCND:USC00422721,",,6,",300
1904-08-26T00:00:00,TMIN,GHCND:USC00422721,",,6,",139
1904-08-27T00:00:00,PRCP,GHCND:USC00422721,",,6,",8
1904-08-27T00:00:00,TMAX,GHCND:USC00422721,",,6,",278
1904-08-27T00:00:00,TMIN,GHCND:USC00422721,",,6,",128
1904-08-28T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-08-28T00:00:00,TMAX,GHCND:USC00422721,",,6,",267
1904-08-28T00:00:00,TMIN,GHCND:USC00422721,",,6,",144
1904-08-29T00:00:00,PRCP,GHCND:USC00422721,"T,,6,",0
1904-08-29T00:00:00,TMAX,GHCND:USC00422721,",,6,",278
1904-08-29T00:00:00,TMIN,GHCND:USC00422721,",,6,",133
1904-08-30T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-08-30T00:00:00,TMAX,GHCND:USC00422721,",,6,",300
1904-08-30T00:00:00,TMIN,GHCND:USC00422721,",,6,",128
1904-08-31T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-08-31T00:00:00,TMAX,GHCND:USC00422721,",,6,",300
1904-08-31T00:00:00,TMIN,GHCND:USC00422721,",,6,",111
1904-09-01T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-09-01T00:00:00,TMAX,GHCND:USC00422721,",,6,",294
1904-09-01T00:00:00,TMIN,GHCND:USC00422721,",,6,",83
1904-09-02T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-09-02T00:00:00,TMAX,GHCND:USC00422721,",,6,",233
1904-09-02T00:00:00,TMIN,GHCND:USC00422721,",,6,",44
1904-09-03T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-09-03T00:00:00,TMAX,GHCND:USC00422721,",,6,",228
1904-09-03T00:00:00,TMIN,GHCND:USC00422721,",,6,",44
1904-09-04T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-09-04T00:00:00,TMAX,GHCND:USC00422721,",,6,",267
1904-09-04T00:00:00,TMIN,GHCND:USC00422721,",,6,",56
1904-09-05T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-09-05T00:00:00,TMAX,GHCND:USC00422721,",,6,",267
1904-09-05T00:00:00,TMIN,GHCND:USC00422721,",,6,",50
1904-09-06T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-09-06T00:00:00,TMAX,GHCND:USC00422721,",,6,",278
1904-09-06T00:00:00,TMIN,GHCND:USC00422721,",,6,",56
1904-09-07T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-09-07T00:00:00,TMAX,GHCND:USC00422721,",,6,",300
1904-09-07T00:00:00,TMIN,GHCND:USC00422721,",,6,",83
1904-09-08T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-09-08T00:00:00,TMAX,GHCND:USC00422721,",,6,",317
1904-09-08T00:00:00,TMIN,GHCND:USC00422721,",,6,",89
1904-09-09T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-09-09T00:00:00,TMAX,GHCND:USC00422721,",,6,",317
1904-09-09T00:00:00,TMIN,GHCND:USC00422721,",,6,",89
1904-09-10T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-09-10T00:00:00,TMAX,GHCND:USC00422721,",,6,",294
1904-09-10T00:00:00,TMIN,GHCND:USC00422721,",,6,",78
1904-09-11T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-09-11T00:00:00,TMAX,GHCND:USC00422721,",,6,",256
1904-09-11T00:00:00,TMIN,GHCND:USC00422721,",,6,",61
1904-09-12T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-09-12T00:00:00,TMAX,GHCND:USC00422721,",,6,",261
1904-09-12T00:00:00,TMIN,GHCND:USC00422721,",,6,",44
1904-09-13T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-09-13T00:00:00,TMAX,GHCND:USC00422721,",,6,",267
1904-09-13T00:00:00,TMIN,GHCND:USC00422721,",,6,",50
1904-09-14T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-09-14T00:00:00,TMAX,GHCND:USC00422721,",,6,",250
1904-09-14T00:00:00,TMIN,GHCND:USC00422721,",,6,",50
1904-09-15T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-09-15T00:00:00,TMAX,GHCND:USC00422721,",,6,",267
1904-09-15T00:00:00,TMIN,GHCND:USC00422721,",,6,",83
1904-09-16T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-09-16T00:00:00,TMAX,GHCND:USC00422721,",,6,",272
1904-09-16T00:00:00,TMIN,GHCND:USC00422721,",,6,",94
1904-09-17T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-09-17T00:00:00,TMAX,GHCND:USC00422721,",,6,",267
1904-09-17T00:00:00,TMIN,GHCND:USC00422721,",,6,",94
1904-09-18T00:00:00,PRCP,GHCND:USC00422721,"T,,6,",0
1904-09-18T00:00:00,TMAX,GHCND:USC00422721,",,6,",267
1904-09-18T00:00:00,TMIN,GHCND:USC00422721,",,6,",89
1904-09-19T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-09-19T00:00:00,TMAX,GHCND:USC00422721,",,6,",267
1904-09-19T00:00:00,TMIN,GHCND:USC00422721,",,6,",44
1904-09-20T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1904-09-20T00:00:00,TMAX,GHCND:USC00422721,",,6,",272
1904-09-20T00:00:00,TMIN,GHCND:USC00422721,",,6,",50
1905-01-01T00:00:00,PRCP,GHCND:USC00422721,",,6,",51
1905-01-01T00:00:00,SNOW,GHCND:USC00422721,",,6,",51
1905-01-01T00:00:00,TMAX,GHCND:USC00422721,",,6,",78
1905-01-01T00:00:00,TMIN,GHCND:USC00422721,",,6,",-89
1905-01-02T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1905-01-02T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-02T00:00:00,TMAX,GHCND:USC00422721,",,6,",-11
1905-01-02T00:00:00,TMIN,GHCND:USC00422721,",,6,",-106
1905-01-03T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1905-01-03T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-03T00:00:00,TMAX,GHCND:USC00422721,",,6,",-11
1905-01-03T00:00:00,TMIN,GHCND:USC00422721,",,6,",-100
1905-01-04T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1905-01-04T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-04T00:00:00,TMAX,GHCND:USC00422721,",,6,",-11
1905-01-04T00:00:00,TMIN,GHCND:USC00422721,",,6,",-106
1905-01-05T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1905-01-05T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-05T00:00:00,TMAX,GHCND:USC00422721,",,6,",6
1905-01-05T00:00:00,TMIN,GHCND:USC00422721,",,6,",-106
1905-01-06T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1905-01-06T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-06T00:00:00,TMAX,GHCND:USC00422721,",,6,",6
1905-01-06T00:00:00,TMIN,GHCND:USC00422721,",,6,",-100
1905-01-07T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1905-01-07T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-07T00:00:00,TMAX,GHCND:USC00422721,",,6,",0
1905-01-07T00:00:00,TMIN,GHCND:USC00422721,",,6,",-89
1905-01-08T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1905-01-08T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-08T00:00:00,TMAX,GHCND:USC00422721,",,6,",0
1905-01-08T00:00:00,TMIN,GHCND:USC00422721,",,6,",-56
1905-01-09T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1905-01-09T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-09T00:00:00,TMAX,GHCND:USC00422721,",,6,",33
1905-01-09T00:00:00,TMIN,GHCND:USC00422721,",,6,",-67
1905-01-10T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1905-01-10T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-10T00:00:00,TMAX,GHCND:USC00422721,",,6,",11
1905-01-10T00:00:00,TMIN,GHCND:USC00422721,",,6,",-83
1905-01-11T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1905-01-11T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-11T00:00:00,TMAX,GHCND:USC00422721,",,6,",0
1905-01-11T00:00:00,TMIN,GHCND:USC00422721,",,6,",-89
1905-01-12T00:00:00,PRCP,GHCND:USC00422721,",,6,",127
1905-01-12T00:00:00,SNOW,GHCND:USC00422721,",,6,",127
1905-01-12T00:00:00,SNWD,GHCND:USC00422721,",,6,",127
1905-01-12T00:00:00,TMAX,GHCND:USC00422721,",,6,",-22
1905-01-12T00:00:00,TMIN,GHCND:USC00422721,",,6,",-67
1905-01-13T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1905-01-13T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-13T00:00:00,TMAX,GHCND:USC00422721,",,6,",-11
1905-01-13T00:00:00,TMIN,GHCND:USC00422721,",,6,",-144
1905-01-14T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1905-01-14T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-14T00:00:00,TMAX,GHCND:USC00422721,",,6,",11
1905-01-14T00:00:00,TMIN,GHCND:USC00422721,",,6,",-78
1905-01-15T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1905-01-15T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-15T00:00:00,TMAX,GHCND:USC00422721,",,6,",44
1905-01-15T00:00:00,TMIN,GHCND:USC00422721,",,6,",-22
1905-01-16T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1905-01-16T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-16T00:00:00,TMAX,GHCND:USC00422721,",,6,",33
1905-01-16T00:00:00,TMIN,GHCND:USC00422721,",,6,",-22
1905-01-17T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1905-01-17T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-17T00:00:00,TMAX,GHCND:USC00422721,",,6,",33
1905-01-17T00:00:00,TMIN,GHCND:USC00422721,",,6,",-22
1905-01-18T00:00:00,PRCP,GHCND:USC00422721,"T,,6,",0
1905-01-18T00:00:00,SNOW,GHCND:USC00422721,"T,,6,",0
1905-01-18T00:00:00,TMAX,GHCND:USC00422721,",,6,",33
1905-01-18T00:00:00,TMIN,GHCND:USC00422721,",,6,",-28
1905-01-19T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1905-01-19T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-19T00:00:00,TMAX,GHCND:USC00422721,",,6,",50
1905-01-19T00:00:00,TMIN,GHCND:USC00422721,",,6,",-56
1905-01-20T00:00:00,PRCP,GHCND:USC00422721,"T,,6,",0
1905-01-20T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-20T00:00:00,TMAX,GHCND:USC00422721,",,6,",56
1905-01-20T00:00:00,TMIN,GHCND:USC00422721,",,6,",-17
1905-01-21T00:00:00,PRCP,GHCND:USC00422721,",,6,",3
1905-01-21T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-21T00:00:00,TMAX,GHCND:USC00422721,",,6,",56
1905-01-21T00:00:00,TMIN,GHCND:USC00422721,",,6,",-22
1905-01-22T00:00:00,PRCP,GHCND:USC00422721,",,6,",79
1905-01-22T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-22T00:00:00,TMAX,GHCND:USC00422721,",,6,",50
1905-01-22T00:00:00,TMIN,GHCND:USC00422721,",,6,",-17
1905-01-23T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1905-01-23T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-23T00:00:00,TMAX,GHCND:USC00422721,",,6,",78
1905-01-23T00:00:00,TMIN,GHCND:USC00422721,",,6,",-6
1905-01-24T00:00:00,PRCP,GHCND:USC00422721,"T,,6,",0
1905-01-24T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-24T00:00:00,TMAX,GHCND:USC00422721,",,6,",111
1905-01-24T00:00:00,TMIN,GHCND:USC00422721,",,6,",-11
1905-01-25T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1905-01-25T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-25T00:00:00,TMAX,GHCND:USC00422721,",,6,",111
1905-01-25T00:00:00,TMIN,GHCND:USC00422721,",,6,",-6
1905-01-26T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1905-01-26T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-26T00:00:00,TMAX,GHCND:USC00422721,",,6,",144
1905-01-26T00:00:00,TMIN,GHCND:USC00422721,",,6,",-22
1905-01-27T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1905-01-27T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-27T00:00:00,TMAX,GHCND:USC00422721,",,6,",117
1905-01-27T00:00:00,TMIN,GHCND:USC00422721,",,6,",-28
1905-01-28T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1905-01-28T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-28T00:00:00,TMAX,GHCND:USC00422721,",,6,",111
1905-01-28T00:00:00,TMIN,GHCND:USC00422721,",,6,",-28
1905-01-29T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1905-01-29T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-29T00:00:00,TMAX,GHCND:USC00422721,",,6,",83
1905-01-29T00:00:00,TMIN,GHCND:USC00422721,",,6,",-6
1905-01-30T00:00:00,PRCP,GHCND:USC00422721,",,6,",5
1905-01-30T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-01-30T00:00:00,TMAX,GHCND:USC00422721,",,6,",83
1905-01-30T00:00:00,TMIN,GHCND:USC00422721,",,6,",17
1905-01-31T00:00:00,PRCP,GHCND:USC00422721,",,6,",109
1905-01-31T00:00:00,SNOW,GHCND:USC00422721,"T,,6,",0
1905-01-31T00:00:00,TMAX,GHCND:USC00422721,",,6,",67
1905-01-31T00:00:00,TMIN,GHCND:USC00422721,",,6,",11
1905-02-01T00:00:00,PRCP,GHCND:USC00422721,",,6,",33
1905-02-01T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-02-01T00:00:00,TMAX,GHCND:USC00422721,",,6,",67
1905-02-01T00:00:00,TMIN,GHCND:USC00422721,",,6,",28
1905-02-02T00:00:00,PRCP,GHCND:USC00422721,",,6,",366
1905-02-02T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
1905-02-02T00:00:00,TMAX,GHCND:USC00422721,",,6,",78
1905-02-02T00:00:00,TMIN,GHCND:USC00422721,",,6,",33
1905-02-03T00:00:00,PRCP,GHCND:USC00422721,"P,,6,",0
1905-02-03T00:00:00,SNOW,GHCND:USC00422721,",,6,",0
