date,PRCP,SNOW,SNWD,TMAX,TMIN,attribute_PRCP,attribute_SNOW,attribute_SNWD,attribute_TMAX,attribute_TMIN
1925-09-09T00:00:00,,,,228.0,56.0,,,,",,6,",",,6,"
1925-09-10T00:00:00,,,,228.0,56.0,,,,",,6,",",,6,"
1925-09-11T00:00:00,,,,250.0,61.0,,,,",,6,",",,6,"
1925-09-12T00:00:00,,,,267.0,72.0,,,,",,6,",",,6,"
1925-09-13T00:00:00,15.0,,,206.0,122.0,",,6,",,,",,6,",",,6,"
1925-09-14T00:00:00,,,,261.0,78.0,,,,",,6,",",,6,"
1925-09-15T00:00:00,,,,300.0,94.0,,,,",,6,",",,6,"
1925-09-16T00:00:00,,,,300.0,183.0,,,,",,6,",",,6,"
1925-09-17T00:00:00,,,,272.0,72.0,,,,",,6,",",,6,"
1925-09-18T00:00:00,66.0,,,233.0,111.0,",,6,",,,",,6,",",,6,"
1925-09-19T00:00:00,28.0,,,206.0,67.0,",,6,",,,",,6,",",,6,"
1925-09-20T00:00:00,13.0,,,217.0,67.0,",,6,",,,",,6,",",,6,"
1925-09-21T00:00:00,272.0,,,133.0,67.0,",,6,",,,",,6,",",,6,"
1925-09-22T00:00:00,,,,161.0,39.0,,,,",,6,",",,6,"
1925-09-23T00:00:00,,,,194.0,28.0,,,,",,6,",",,6,"
1925-09-24T00:00:00,,,,228.0,44.0,,,,",,6,",",,6,"
1925-09-25T00:00:00,,,,267.0,56.0,,,,",,6,",",,6,"
1925-09-26T00:00:00,,,,278.0,56.0,,,,",,6,",",,6,"
1925-09-27T00:00:00,,,,272.0,106.0,,,,",,6,",",,6,"
1925-09-28T00:00:00,,,,267.0,122.0,,,,",,6,",",,6,"
1925-09-29T00:00:00,,,,211.0,78.0,,,,",,6,",",,6,"
1925-09-30T00:00:00,,,,206.0,6.0,,,,",,6,",",,6,"
1925-10-01T00:00:00,,,,239.0,11.0,,,,",,6,",",,6,"
1925-10-02T00:00:00,,,,272.0,89.0,,,,",,6,",",,6,"
1925-10-03T00:00:00,,,,250.0,44.0,,,,",,6,",",,6,"
1925-10-04T00:00:00,,,,233.0,50.0,,,,",,6,",",,6,"
1925-10-05T00:00:00,64.0,,,189.0,122.0,",,6,",,,",,6,",",,6,"
1925-10-06T00:00:00,0.0,,,167.0,100.0,"T,,6,",,,",,6,",",,6,"
1925-10-07T00:00:00,,,,161.0,17.0,,,,",,6,",",,6,"
1925-10-08T00:00:00,,,,156.0,22.0,,,,",,6,",",,6,"
1925-10-09T00:00:00,,,,172.0,6.0,,,,",,6,",",,6,"
1925-10-10T00:00:00,,,,183.0,50.0,,,,",,6,",",,6,"
1926-01-01T00:00:00,58.0,,,44.0,-17.0,",,6,",,,",,6,",",,6,"
1926-01-02T00:00:00,,,,44.0,-56.0,,,,",,6,",",,6,"
1926-01-03T00:00:00,25.0,,,33.0,-6.0,",,6,",,,",,6,",",,6,"
1926-01-04T00:00:00,,,,28.0,-44.0,,,,",,6,",",,6,"
1926-01-05T00:00:00,,,,22.0,-94.0,,,,",,6,",",,6,"
1926-01-06T00:00:00,,,,56.0,-11.0,,,,",,6,",",,6,"
1926-01-07T00:00:00,,,,44.0,-61.0,,,,",,6,",",,6,"
1926-01-08T00:00:00,,,,28.0,-67.0,,,,",,6,",",,6,"
1926-01-09T00:00:00,,,,50.0,-33.0,,,,",,6,",",,6,"
1926-01-10T00:00:00,,,,33.0,-17.0,,,,",,6,",",,6,"
1926-01-11T00:00:00,,,,33.0,-17.0,,,,",,6,",",,6,"
1926-01-12T00:00:00,,,,50.0,-22.0,,,,",,6,",",,6,"
1926-01-13T00:00:00,,,,44.0,-22.0,,,,",,6,",",,6,"
1926-01-14T00:00:00,,,,56.0,-83.0,,,,",,6,",",,6,"
1926-01-15T00:00:00,127.0,152.0,152.0,17.0,-50.0,",,6,",",,6,",",,6,",",,6,",",,6,"
1926-01-16T00:00:00,,,102.0,28.0,-144.0,,,",,6,",",,6,",",,6,"
1926-01-17T00:00:00,,0.0,102.0,17.0,-111.0,,"T,,6,",",,6,",",,6,",",,6,"
1926-01-18T00:00:00,97.0,127.0,203.0,17.0,-28.0,",,6,",",,6,",",,6,",",,6,",",,6,"
1926-01-19T00:00:00,20.0,25.0,178.0,0.0,-61.0,",,6,",",,6,",",,6,",",,6,",",,6,"
1926-01-20T00:00:00,,,178.0,0.0,-172.0,,,",,6,",",,6,",",,6,"
1926-01-21T00:00:00,0.0,,178.0,-6.0,-144.0,"T,,6,",,",,6,",",,6,",",,6,"
1926-01-22T00:00:00,8.0,25.0,152.0,11.0,-89.0,",,6,",",,6,",",,6,",",,6,",",,6,"
1926-01-23T00:00:00,,,152.0,0.0,-133.0,,,",,6,",",,6,",",,6,"
1926-01-24T00:00:00,38.0,51.0,203.0,-22.0,-122.0,",,6,",",,6,",",,6,",",,6,",",,6,"
1926-01-25T00:00:00,10.0,18.0,203.0,11.0,-150.0,",,6,",",,6,",",,6,",",,6,",",,6,"
1926-01-26T00:00:00,,,178.0,0.0,-144.0,,,",,6,",",,6,",",,6,"
1926-01-27T00:00:00,,,178.0,-17.0,-150.0,,,",,6,",",,6,",",,6,"
1926-01-28T00:00:00,,,178.0,-28.0,-150.0,,,",,6,",",,6,",",,6,"
1926-01-29T00:00:00,0.0,0.0,76.0,50.0,-94.0,"T,,6,","T,,6,",",,6,",",,6,",",,6,"
1926-01-30T00:00:00,36.0,,102.0,56.0,-11.0,",,6,",,",,6,",",,6,",",,6,"
1926-01-31T00:00:00,,,102.0,56.0,-72.0,,,",,6,",",,6,",",,6,"
1926-02-01T00:00:00,,,,61.0,6.0,,,,",,6,",",,6,"
1926-02-02T00:00:00,,,,72.0,0.0,,,,",,6,",",,6,"
1926-02-03T00:00:00,175.0,102.0,,56.0,-6.0,",,6,",",,6,",,",,6,",",,6,"
1926-02-04T00:00:00,,,51.0,83.0,-22.0,,,",,6,",",,6,",",,6,"
1926-02-05T00:00:00,,,25.0,94.0,-11.0,,,",,6,",",,6,",",,6,"
1926-02-06T00:00:00,,,,133.0,-17.0,,,,",,6,",",,6,"
1926-02-07T00:00:00,,,,128.0,-17.0,,,,",,6,",",,6,"
1926-02-08T00:00:00,,,,94.0,-11.0,,,,",,6,",",,6,"
1926-02-09T00:00:00,,,,111.0,-22.0,,,,",,6,",",,6,"
1926-02-10T00:00:00,,,,150.0,-22.0,,,,",,6,",",,6,"
1926-02-11T00:00:00,112.0,,,67.0,0.0,",,6,",,,",,6,",",,6,"
1926-02-12T00:00:00,30.0,,,100.0,-28.0,",,6,",,,",,6,",",,6,"
1926-02-13T00:00:00,267.0,25.0,25.0,56.0,0.0,",,6,",",,6,",",,6,",",,6,",",,6,"
1926-02-14T00:00:00,25.0,,0.0,67.0,-17.0,",,6,",,"T,,6,",",,6,",",,6,"
1926-02-15T00:00:00,,,,72.0,-39.0,,,,",,6,",",,6,"
1926-02-16T00:00:00,241.0,145.0,,61.0,0.0,",,6,",",,6,",,",,6,",",,6,"
1926-02-17T00:00:00,178.0,127.0,254.0,50.0,-17.0,",,6,",",,6,",",,6,",",,6,",",,6,"
1926-02-18T00:00:00,,,229.0,50.0,-122.0,,,",,6,",",,6,",",,6,"
1926-02-19T00:00:00,,,178.0,100.0,-72.0,,,",,6,",",,6,",",,6,"
1926-02-20T00:00:00,,,127.0,94.0,-17.0,,,",,6,",",,6,",",,6,"
1926-02-21T00:00:00,,,102.0,61.0,-78.0,,,",,6,",",,6,",",,6,"
1926-02-22T00:00:00,,,76.0,78.0,-72.0,,,",,6,",",,6,",",,6,"
1926-02-23T00:00:00,53.0,23.0,76.0,89.0,-56.0,",,6,",",,6,",",,6,",",,6,",",,6,"
1926-02-24T00:00:00,15.0,25.0,76.0,33.0,-67.0,",,6,",",,6,",",,6,",",,6,",",,6,"
1926-02-25T00:00:00,,,76.0,72.0,-22.0,,,",,6,",",,6,",",,6,"
1926-02-26T00:00:00,,,25.0,78.0,-33.0,,,",,6,",",,6,",",,6,"
1926-02-27T00:00:00,,,,89.0,-50.0,,,,",,6,",",,6,"
1926-02-28T00:00:00,,,,106.0,-33.0,,,,",,6,",",,6,"
1926-03-01T00:00:00,,,,122.0,-28.0,,,,",,6,",",,6,"
1926-03-02T00:00:00,,,,139.0,-22.0,,,,",,6,",",,6,"
1926-03-03T00:00:00,,,,133.0,-17.0,,,,",,6,",",,6,"
1926-03-04T00:00:00,,,,144.0,-17.0,,,,",,6,",",,6,"
1926-03-05T00:00:00,,,,122.0,0.0,,,,",,6,",",,6,"
1926-03-06T00:00:00,,,,61.0,-56.0,,,,",,6,",",,6,"
1926-03-07T00:00:00,,,,122.0,-50.0,,,,",,6,",",,6,"
1926-03-08T00:00:00,,,,150.0,-33.0,,,,",,6,",",,6,"
1926-03-09T00:00:00,,,,100.0,11.0,,,,",,6,",",,6,"
1926-03-10T00:00:00,,,,122.0,0.0,,,,",,6,",",,6,"
1926-03-11T00:00:00,,,,111.0,11.0,,,,",,6,",",,6,"
1926-03-12T00:00:00,,,,128.0,-22.0,,,,",,6,",",,6,"
1926-03-13T00:00:00,,,,150.0,56.0,,,,",,6,",",,6,"
1926-03-14T00:00:00,,,,156.0,0.0,,,,",,6,",",,6,"
1926-03-15T00:00:00,,,,178.0,6.0,,,,",,6,",",,6,"
1926-03-16T00:00:00,,,,222.0,0.0,,,,",,6,",",,6,"
1926-03-17T00:00:00,,,,194.0,78.0,,,,",,6,",",,6,"
1926-03-18T00:00:00,46.0,,,144.0,39.0,",,6,",,,",,6,",",,6,"
1926-03-19T00:00:00,,,,144.0,0.0,,,,",,6,",",,6,"
1926-03-20T00:00:00,,,,150.0,11.0,,,,",,6,",",,6,"
1926-03-21T00:00:00,,,,172.0,28.0,,,,",,6,",",,6,"
1926-03-22T00:00:00,,,,167.0,17.0,,,,",,6,",",,6,"
1926-03-23T00:00:00,,,,206.0,6.0,,,,",,6,",",,6,"
1926-03-24T00:00:00,,,,194.0,-17.0,,,,",,6,",",,6,"
1926-03-25T00:00:00,,,,111.0,6.0,,,,",,6,",",,6,"
1926-03-26T00:00:00,,,,94.0,-50.0,,,,",,6,",",,6,"
1926-03-27T00:00:00,,,,100.0,-22.0,,,,",,6,",",,6,"
1926-03-28T00:00:00,,,,89.0,-17.0,,,,",,6,",",,6,"
1926-03-29T00:00:00,,,,50.0,-50.0,,,,",,6,",",,6,"
1926-03-30T00:00:00,,,,39.0,-33.0,,,,",,6,",",,6,"
1926-03-31T00:00:00,178.0,,,72.0,0.0,",,6,",,,",,6,",",,6,"
1926-04-01T00:00:00,,,,83.0,-6.0,,,,",,6,",",,6,"
1926-04-02T00:00:00,,,,122.0,-33.0,,,,",,6,",",,6,"
1926-04-03T00:00:00,81.0,,,133.0,44.0,",,6,",,,",,6,",",,6,"
1926-04-04T00:00:00,,,,167.0,61.0,,,,",,6,",",,6,"
1926-04-05T00:00:00,13.0,,,139.0,83.0,",,6,",,,",,6,",",,6,"
1926-04-06T00:00:00,185.0,,,172.0,67.0,",,6,",,,",,6,",",,6,"
1926-04-07T00:00:00,71.0,,,156.0,61.0,",,6,",,,",,6,",",,6,"
1926-04-08T00:00:00,36.0,,,139.0,67.0,",,6,",,,",,6,",",,6,"
1926-04-09T00:00:00,,,,167.0,56.0,,,,",,6,",",,6,"
1926-04-10T00:00:00,25.0,,,183.0,44.0,",,6,",,,",,6,",",,6,"
1926-04-11T00:00:00,,,,189.0,56.0,,,,",,6,",",,6,"
1926-04-12T00:00:00,38.0,,,189.0,33.0,",,6,",,,",,6,",",,6,"
1926-04-13T00:00:00,,,,183.0,39.0,,,,",,6,",",,6,"
1926-04-14T00:00:00,,,,206.0,39.0,,,,",,6,",",,6,"
1926-04-15T00:00:00,,,,233.0,44.0,,,,",,6,",",,6,"
1926-04-16T00:00:00,,,,256.0,56.0,,,,",,6,",",,6,"
1926-04-17T00:00:00,,,,244.0,78.0,,,,",,6,",",,6,"
1926-04-18T00:00:00,0.0,,,233.0,78.0,"T,,6,",,,",,6,",",,6,"
1926-04-19T00:00:00,25.0,,,167.0,83.0,",,6,",,,",,6,",",,6,"
1926-04-20T00:00:00,20.0,,,178.0,94.0,",,6,",,,",,6,",",,6,"
1926-04-21T00:00:00,,,,206.0,39.0,,,,",,6,",",,6,"
1926-04-22T00:00:00,,,,194.0,67.0,,,,",,6,",",,6,"
1926-04-23T00:00:00,,,,156.0,39.0,,,,",,6,",",,6,"
1926-04-24T00:00:00,,,,206.0,11.0,,,,",,6,",",,6,"
1926-04-25T00:00:00,,,,239.0,39.0,,,,",,6,",",,6,"
1926-04-26T00:00:00,,,,256.0,50.0,,,,",,6,",",,6,"
1926-04-27T00:00:00,,,,217.0,122.0,,,,",,6,",",,6,"
1926-04-28T00:00:00,,,,239.0,56.0,,,,",,6,",",,6,"
1926-04-29T00:00:00,,,,267.0,61.0,,,,",,6,",",,6,"
1926-04-30T00:00:00,,,,250.0,72.0,,,,",,6,",",,6,"
1926-05-01T00:00:00,,,,228.0,94.0,,,,",,6,",",,6,"
1926-05-02T00:00:00,,,,244.0,67.0,,,,",,6,",",,6,"
1926-05-03T00:00:00,,,,267.0,78.0,,,,",,6,",",,6,"
1926-05-04T00:00:00,,,,278.0,94.0,,,,",,6,",",,6,"
1926-05-05T00:00:00,432.0,,,222.0,67.0,",,6,",,,",,6,",",,6,"
1926-05-06T00:00:00,89.0,,,161.0,28.0,",,6,",,,",,6,",",,6,"
1926-05-07T00:00:00,46.0,,,144.0,44.0,",,6,",,,",,6,",",,6,"
1926-05-08T00:00:00,97.0,,,144.0,44.0,",,6,",,,",,6,",",,6,"
1926-05-09T00:00:00,,,,133.0,6.0,,,,",,6,",",,6,"
1926-05-10T00:00:00,25.0,,,128.0,17.0,",,6,",,,",,6,",",,6,"
1926-05-11T00:00:00,0.0,,,172.0,33.0,"T,,6,",,,",,6,",",,6,"
1926-05-12T00:00:00,,,,183.0,83.0,,,,",,6,",",,6,"
1926-05-13T00:00:00,,,,206.0,83.0,,,,",,6,",",,6,"
1926-05-14T00:00:00,,,,261.0,56.0,,,,",,6,",",,6,"
1926-05-15T00:00:00,,,,272.0,78.0,,,,",,6,",",,6,"
1926-05-16T00:00:00,,,,256.0,100.0,,,,",,6,",",,6,"
1926-05-17T00:00:00,,,,233.0,128.0,,,,",,6,",",,6,"
1926-05-18T00:00:00,,,,222.0,89.0,,,,",,6,",",,6,"
1926-05-19T00:00:00,,,,289.0,78.0,,,,",,6,",",,6,"
1926-05-20T00:00:00,10.0,,,261.0,156.0,",,6,",,,",,6,",",,6,"
1926-05-21T00:00:00,,,,250.0,83.0,,,,",,6,",",,6,"
1926-05-22T00:00:00,,,,322.0,78.0,,,,",,6,",",,6,"
1926-05-23T00:00:00,,,,300.0,206.0,,,,",,6,",",,6,"
1926-05-24T00:00:00,,,,256.0,156.0,,,,",,6,",",,6,"
1926-05-25T00:00:00,,,,194.0,72.0,,,,",,6,",",,6,"
1926-05-26T00:00:00,,,,217.0,56.0,,,,",,6,",",,6,"
1926-05-27T00:00:00,,,,244.0,78.0,,,,",,6,",",,6,"
1926-05-28T00:00:00,,,,244.0,56.0,,,,",,6,",",,6,"
1926-05-29T00:00:00,,,,283.0,89.0,,,,",,6,",",,6,"
1926-05-30T00:00:00,10.0,,,261.0,133.0,",,6,",,,",,6,",",,6,"
1926-05-31T00:00:00,,,,261.0,44.0,,,,",,6,",",,6,"
1926-06-01T00:00:00,,,,350.0,83.0,,,,",,6,",",,6,"
1926-06-02T00:00:00,,,,283.0,111.0,,,,",,6,",",,6,"
1926-06-03T00:00:00,,,,278.0,83.0,,,,",,6,",",,6,"
1926-06-04T00:00:00,,,,300.0,94.0,,,,",,6,",",,6,"
1926-06-05T00:00:00,,,,,106.0,,,,,",,6,"
1926-06-06T00:00:00,,,,328.0,117.0,,,,",,6,",",,6,"
1926-06-07T00:00:00,,,,,133.0,,,,,",,6,"
1926-06-08T00:00:00,,,,,133.0,,,,,",,6,"
1926-06-09T00:00:00,,,,294.0,117.0,,,,",,6,",",,6,"
1926-06-10T00:00:00,25.0,,,261.0,100.0,",,6,",,,",,6,",",,6,"
1926-06-11T00:00:00,,,,311.0,106.0,,,,",,6,",",,6,"
1926-06-12T00:00:00,,,,300.0,,,,,",,6,",
1926-06-13T00:00:00,,,,278.0,150.0,,,,",,6,",",,6,"
1926-06-15T00:00:00,,,,261.0,94.0,,,,",,6,",",,6,"
1926-06-16T00:00:00,13.0,,,228.0,67.0,",,6,",,,",,6,",",,6,"
1926-06-17T00:00:00,,,,156.0,,,,,",I,6,",
1926-06-18T00:00:00,,,,,78.0,,,,,",,6,"
1926-06-20T00:00:00,,,,211.0,,,,,",,6,",
1926-06-21T00:00:00,,,,267.0,94.0,,,,",,6,",",,6,"
1926-06-22T00:00:00,,,,283.0,83.0,,,,",,6,",",,6,"
1926-06-23T00:00:00,,,,,100.0,,,,,",,6,"
1926-06-24T00:00:00,,,,339.0,122.0,,,,",,6,",",,6,"
1926-06-25T00:00:00,,,,361.0,,,,,",,6,",
1926-06-26T00:00:00,,,,378.0,144.0,,,,",,6,",",,6,"
1926-06-27T00:00:00,,,,383.0,150.0,,,,",,6,",",,6,"
1926-06-28T00:00:00,,,,372.0,172.0,,,,",,6,",",,6,"
1926-06-29T00:00:00,,,,356.0,189.0,,,,",,6,",",,6,"
1926-06-30T00:00:00,,,,328.0,172.0,,,,",,6,",",,6,"
1926-07-01T00:00:00,,,,344.0,178.0,,,,",,6,",",,6,"
1926-07-02T00:00:00,,,,344.0,189.0,,,,",,6,",",,6,"
1926-07-03T00:00:00,,,,322.0,167.0,,,,",,6,",",,6,"
1926-07-04T00:00:00,,,,328.0,150.0,,,,",,6,",",,6,"
1926-07-05T00:00:00,0.0,,,322.0,144.0,"T,,6,",,,",,6,",",,6,"
1926-07-06T00:00:00,,,,322.0,144.0,,,,",,6,",",,6,"
1926-07-07T00:00:00,,,,322.0,156.0,,,,",,6,",",,6,"
1926-07-08T00:00:00,178.0,,,250.0,128.0,",,6,",,,",,6,",",,6,"
1926-07-09T00:00:00,13.0,,,261.0,122.0,",,6,",,,",,6,",",,6,"
1926-07-10T00:00:00,147.0,,,289.0,128.0,",,6,",,,",,6,",",,6,"
1926-07-11T00:00:00,,,,294.0,128.0,,,,",,6,",",,6,"
1926-07-12T00:00:00,,,,289.0,128.0,,,,",,6,",",,6,"
1926-07-13T00:00:00,,,,344.0,144.0,,,,",,6,",",,6,"
1926-07-14T00:00:00,,,,344.0,167.0,,,,",,6,",",,6,"
1926-07-15T00:00:00,,,,350.0,150.0,,,,",,6,",",,6,"
1926-07-16T00:00:00,,,,394.0,128.0,,,,",,6,",",,6,"
1926-07-17T00:00:00,,,,361.0,178.0,,,,",,6,",",,6,"
1926-07-18T00:00:00,,,,328.0,200.0,,,,",,6,",",,6,"
1926-07-19T00:00:00,178.0,,,322.0,194.0,",,6,",,,",,6,",",,6,"
1926-07-20T00:00:00,,,,300.0,144.0,,,,",,6,",",,6,"
1926-07-21T00:00:00,,,,294.0,117.0,,,,",,6,",",,6,"
1926-07-22T00:00:00,,,,311.0,117.0,,,,",,6,",",,6,"
1926-07-23T00:00:00,,,,306.0,117.0,,,,",,6,",",,6,"
1926-07-24T00:00:00,,,,344.0,122.0,,,,",,6,",",,6,"
1926-07-25T00:00:00,,,,372.0,144.0,,,,",,6,",",,6,"
1926-07-26T00:00:00,,,,361.0,167.0,,,,",,6,",",,6,"
1926-07-27T00:00:00,0.0,,,333.0,183.0,"T,,6,",,,",,6,",",,6,"
1926-07-28T00:00:00,,,,294.0,139.0,,,,",,6,",",,6,"
1926-07-29T00:00:00,,,,322.0,111.0,,,,",,6,",",,6,"
1926-07-30T00:00:00,,,,344.0,100.0,,,,",,6,",",,6,"
1926-07-31T00:00:00,,,,356.0,128.0,,,,",,6,",",,6,"
1926-08-01T00:00:00,,,,372.0,150.0,,,,",,6,",",,6,"
1926-08-02T00:00:00,5.0,,,300.0,189.0,",,6,",,,",,6,",",,6,"
1926-08-03T00:00:00,25.0,,,300.0,167.0,",,6,",,,",,6,",",,6,"
1926-08-04T00:00:00,,,,361.0,139.0,,,,",,6,",",,6,"
1926-08-05T00:00:00,,,,322.0,156.0,,,,",,6,",",,6,"
1926-08-06T00:00:00,30.0,,,289.0,183.0,",,6,",,,",,6,",",,6,"
1926-08-07T00:00:00,152.0,,,289.0,150.0,",,6,",,,",,6,",",,6,"
1926-08-08T00:00:00,109.0,,,256.0,144.0,",,6,",,,",,6,",",,6,"
1926-08-09T00:00:00,,,,272.0,139.0,,,,",,6,",",,6,"
1926-08-10T00:00:00,,,,289.0,122.0,,,,",,6,",",,6,"
1926-08-11T00:00:00,66.0,,,317.0,111.0,",,6,",,,",,6,",",,6,"
1926-08-12T00:00:00,,,,306.0,150.0,,,,",,6,",",,6,"
1926-08-13T00:00:00,,,,300.0,122.0,,,,",,6,",",,6,"
1926-08-14T00:00:00,,,,333.0,117.0,,,,",,6,",",,6,"
1926-08-15T00:00:00,,,,317.0,133.0,,,,",,6,",",,6,"
1926-08-16T00:00:00,,,,311.0,111.0,,,,",,6,",",,6,"
1926-08-17T00:00:00,,,,317.0,122.0,,,,",,6,",",,6,"
1926-08-18T00:00:00,,,,278.0,117.0,,,,",,6,",",,6,"
1926-08-19T00:00:00,,,,256.0,111.0,,,,",,6,",",,6,"
1926-08-20T00:00:00,,,,317.0,94.0,,,,",,6,",",,6,"
1926-08-21T00:00:00,,,,328.0,161.0,,,,",,6,",",,6,"
1926-08-22T00:00:00,,,,300.0,122.0,,,,",,6,",",,6,"
1926-08-23T00:00:00,,,,300.0,122.0,,,,",,6,",",,6,"
1926-08-24T00:00:00,,,,367.0,128.0,,,,",,6,",",,6,"
1926-08-25T00:00:00,,,,367.0,128.0,,,,",,6,",",,6,"
1926-08-26T00:00:00,,,,350.0,167.0,,,,",,6,",",,6,"
1926-08-27T00:00:00,0.0,,,278.0,133.0,"T,,6,",,,",,6,",",,6,"
1926-08-28T00:00:00,0.0,,,311.0,178.0,"T,,6,",,,",,6,",",,6,"
1926-08-29T00:00:00,,,,322.0,161.0,,,,",,6,",",,6,"
1926-08-30T00:00:00,,,,283.0,183.0,,,,",,6,",",,6,"
1926-08-31T00:00:00,,,,206.0,56.0,,,,",,6,",",,6,"
1926-09-01T00:00:00,,,,233.0,44.0,,,,",,6,",",,6,"
1926-09-02T00:00:00,,,,239.0,133.0,,,,",,6,",",,6,"
1926-09-03T00:00:00,,,,222.0,100.0,,,,",,6,",",,6,"
1926-09-04T00:00:00,,,,217.0,50.0,,,,",,6,",",,6,"
1926-09-05T00:00:00,,,,278.0,50.0,,,,",,6,",",,6,"
1926-09-06T00:00:00,,,,300.0,89.0,,,,",,6,",",,6,"
1926-09-07T00:00:00,,,,294.0,133.0,,,,",,6,",",,6,"
1926-09-08T00:00:00,,,,244.0,50.0,,,,",,6,",",,6,"
1926-09-09T00:00:00,,,,294.0,50.0,,,,",,6,",",,6,"
1926-09-10T00:00:00,,,,311.0,106.0,,,,",,6,",",,6,"
1926-09-11T00:00:00,,,,294.0,133.0,,,,",,6,",",,6,"
1926-09-12T00:00:00,,,,289.0,122.0,,,,",,6,",",,6,"
1926-09-13T00:00:00,,,,272.0,72.0,,,,",,6,",",,6,"
1926-09-14T00:00:00,,,,233.0,61.0,,,,",,6,",",,6,"
1926-09-15T00:00:00,,,,300.0,50.0,,,,",,6,",",,6,"
1926-09-16T00:00:00,,,,283.0,183.0,,,,",,6,",",,6,"
1926-09-17T00:00:00,,,,250.0,50.0,,,,",,6,",",,6,"
1926-09-18T00:00:00,,,,217.0,50.0,,,,",,6,",",,6,"
1926-09-19T00:00:00,,,,272.0,44.0,,,,",,6,",",,6,"
1926-09-20T00:00:00,,,,311.0,94.0,,,,",,6,",",,6,"
1926-09-21T00:00:00,,,,211.0,33.0,,,,",,6,",",,6,"
1926-09-22T00:00:00,,,,233.0,22.0,,,,",,6,",",,6,"
1926-09-23T00:00:00,,,,217.0,22.0,,,,",,6,",",,6,"
1926-09-24T00:00:00,,,,150.0,-11.0,,,,",,6,",",,6,"
1926-09-25T00:00:00,,,,150.0,-50.0,,,,",,6,",",,6,"
1926-09-26T00:00:00,,,,189.0,-11.0,,,,",,6,",",,6,"
1926-09-27T00:00:00,,,,228.0,17.0,,,,",,6,",",,6,"
1926-09-28T00:00:00,,,,289.0,33.0,,,,",,6,",",,6,"
1926-09-29T00:00:00,64.0,,,228.0,122.0,",,6,",,,",,6,",",,6,"
1926-09-30T00:00:00,615.0,,,150.0,44.0,",,6,",,,",I,6,",",,6,"
1926-10-01T00:00:00,,,,161.0,6.0,,,,",,6,",",,6,"
1926-10-02T00:00:00,,,,172.0,61.0,,,,",,6,",",,6,"
1926-10-03T00:00:00,132.0,,,139.0,61.0,",,6,",,,",,6,",",,6,"
1926-10-04T00:00:00,,,,156.0,17.0,,,,",,6,",",,6,"
1926-10-05T00:00:00,,,,183.0,0.0,,,,",,6,",",,6,"
1926-10-06T00:00:00,,,,239.0,33.0,,,,",,6,",",,6,"
1926-10-07T00:00:00,,,,256.0,83.0,,,,",,6,",",,6,"
1926-10-08T00:00:00,64.0,,,128.0,28.0,",,6,",,,",,6,",",,6,"
1926-10-09T00:00:00,,,,233.0,17.0,,,,",,6,",",,6,"
1926-10-10T00:00:00,,,,222.0,122.0,,,,",,6,",",,6,"
1926-10-11T00:00:00,,,,172.0,33.0,,,,",,6,",",,6,"
1926-10-12T00:00:00,,,,167.0,0.0,,,,",,6,",",,6,"
1926-10-13T00:00:00,,,,194.0,11.0,,,,",,6,",",,6,"
1926-10-14T00:00:00,,,,239.0,22.0,,,,",,6,",",,6,"
1926-10-15T00:00:00,,,,250.0,44.0,,,,",,6,",",,6,"
1926-10-16T00:00:00,,,,272.0,56.0,,,,",,6,",",,6,"
1926-10-17T00:00:00,,,,239.0,78.0,,,,",,6,",",,6,"
1926-10-18T00:00:00,,,,211.0,56.0,,,,",,6,",",,6,"
1926-10-19T00:00:00,,,,178.0,44.0,,,,",,6,",",,6,"
1926-10-20T00:00:00,,,,183.0,6.0,,,,",,6,",",,6,"
1926-10-21T00:00:00,,,,183.0,22.0,,,,",,6,",",,6,"
1926-10-22T00:00:00,,,,189.0,11.0,,,,",,6,",",,6,"
1926-10-23T00:00:00,,,,200.0,22.0,,,,",,6,",",,6,"
1926-10-24T00:00:00,,,,211.0,17.0,,,,",,6,",",,6,"
1926-10-25T00:00:00,,,,233.0,28.0,,,,",,6,",",,6,"
1926-10-26T00:00:00,,,,250.0,39.0,,,,",,6,",",,6,"
1926-10-27T00:00:00,,,,228.0,17.0,,,,",,6,",",,6,"
1926-10-28T00:00:00,,102.0,,206.0,-17.0,,",,6,",,",,6,",",,6,"
1926-10-29T00:00:00,,,,106.0,11.0,,,,",,6,",",,6,"
1926-10-30T00:00:00,,,,111.0,-44.0,,,,",,6,",",,6,"
1926-10-31T00:00:00,,,,139.0,-44.0,,,,",,6,",",,6,"
1927-01-01T00:00:00,,,127.0,-22.0,-122.0,,,",,6,",",,6,",",,6,"
1927-01-02T00:00:00,,,102.0,0.0,-117.0,,,",,6,",",,6,",",,6,"
1927-01-03T00:00:00,,,102.0,11.0,-44.0,,,",,6,",",,6,",",,6,"
1927-01-04T00:00:00,,,102.0,6.0,-78.0,,,",,6,",",,6,",",,6,"
1927-01-05T00:00:00,,,76.0,22.0,-39.0,,,",,6,",",,6,",",,6,"
1927-01-06T00:00:00,,,76.0,72.0,-17.0,,,",,6,",",,6,",",,6,"
1927-01-07T00:00:00,15.0,,51.0,72.0,0.0,",,6,",,",,6,",",,6,",",,6,"
1927-01-08T00:00:00,,,51.0,11.0,-83.0,,,",,6,",",,6,",",,6,"
